fontolgat,harkita,θεωρώ,рассмотреть,betrachten,considerar,considerare,réfléchir,breathnaigh,bwyllom,consider,考慮,cân nhắc,考える,고려하다,พิจารณา ,mempertimbangkan,düşünmek,عبر,שקל,zingatia,विचार करना
döntsd el,päättää,αποφασίζω,решить,entscheiden,decidir,decidere,decider,socraigh,phenderfynon,decide,決定,quyết định,決める,결정하다,ตัดสิน,memutuskan,karar vermek,قرر,החליט,amua,तय करना
választás,valita,διαλέγω,выбирать,wählen,elegir,scegliere,choisir,roghnaigh,ddetholem,choose,選擇,chọn,選ぶ,고르다,เลือก ,memilih,seçmek,اختار,בחר,chagua,चुनें
érzem,tuntea,νιώθω,чувствовать,fühlen,sentir,sentire,sentir,mothaigh,theimlwch,feel,感覺,cảm thấy,感じる,느끼다,รู้สึก ,merasa,hissetmek,أحس,הרגיש,hisi,महसूस
lásd,nähdä,βλέπω,увидеть,sehen,ver,vedere,voir,feic,gweler,see,看見,xem,見る,보다,ดู,melihat,görmek,رأى,ראה,ona,देखिए
hallani,kuulla,ακούω,услышать,hören,escuchar,ascoltare,entendre,clois,glywa ’,hear,聽,nghe,聞く,듣다,ฟัง,mendengar,duymak,سمع,שמע,sikia,सुन
érintés,koskettaa,αγγίξω,трогать,berühren,tocar,toccare,toucher,teagmhaigh,cyffyrddant,touch,觸摸,chạm,触る,만지다,สัมผัส ,menyentuh,dokunmak,لمس,נגע,gusa,टच
illat,haistaa,μυρίζω,пахнуть,riechen,oler,odorare,sentir,bolaigh,harogleuoch,smell,聞,ngửi,嗅ぐ,맡다 ,ดม,mencium,koklamak,شم,הריח,nunulia,महकते
íze,maistaa,δοκιμάσω,пробовать,schmecken,probar,assaggiare,goûter,blais,sawri,taste,嘗,nếm,味わう,맛보다,ลิ้มรส ,merasakan,tatmak,ذاق,טעם,onja,स्वाद
mondd,sanoa,λέω,сказать,sagen,decir,dire,dire,abair,dywedant,say,說,nói,言う,말하다,พูด,mengatakan,söylemek,قال,אמר,sema,कह
tud,tietää,γνωρίζω,знать,wissen,saber,sapere,savoir,bí a fhios ag,hadnabyddent,know,知,biết,知る,알다,รู้,mengetahui,bilmek,عرف,ידע,jua,जान
tanul,oppia,μαθαίνω,учиться,lernen,aprender,imparare,apprendre,foghlaim,dysgwn,learn,學習,học,学ぶ,배우다 ,เรียนรู้ ,mempelajari,öğrenmek,تعلم,למד,jifunza,सीख
tanítani,opettaa,για να διδάξω,учить,lehren,enseñar,insegnare,enseigner,múin,haddysgu,teach,教,dạy,教える,가르치다,สอน,mengajar,öğretmek,لتعليم,ללמד,fundisha,सिखा
ismétlés,toistaa,επαναλαμβάνω,повторять,wiederholen,repetir,ripetere,répéter,athdhéan,hailadroddwch,repeat,重復,lặp lại,繰り返す,반복하려면,ทำซ้ำ,mengulang,tekrarlamak için,لتكرار,לחזור,rudia,दोहराना
folytatás,jatkaa,να συνεχίσει,продолжать,weitermachen,continuar,continuare,continuer,lean,parhawn,continue,繼續,tiếp tục,続ける,계속하다,ดำเนินการต่อ,melanjutkan,devam etmek,لاستكمال,להמשיך,endelea,जारी रखना
kérdez,kysyä,ρωτάω,спросить,fragen,preguntar,chiedere,demander,fiafraigh,holom,ask,問,hỏi,聞く,묻다 ,ถาม ,bertan,sormak,طلب,שאל,uliza,पूछो
válasz,vastata,απαντώ,отвечать,antworten,contestar,rispondere,répondre,freagair,atebem,answer,答,trả lời,答える,대답하다,ตอบ ,menjawab,cevaplamak,جواب,ענה,jibu,जवाब
döntetlen,piirtää,για να σχεδιάσω,рисовать,zeichnen,dibujar,disegnare,dessiner,tarraing,ddarluniasant,draw,畫,vẽ,画く,그리기 위해,วาด,menggambar,çizmek,ليرسم,לצייר,chora,चित्रण
írjon,kirjoittaa,γράψω,написать,schreiben,escribir,scrivere,écrire,scríobh,ysgrifennu,write,寫,viết,書く,쓰다,เขียน ,menulis,yazmak,كتب,כתב,andika,लिखें
olvasott,lukea,διαβασω,читать,lesen,leer,leggere,lire,léigh,darllenasit,read,讀,đọc,読む,읽다 ,อ่าน ,membaca,okumak,قرأ,קרא,soma,पढ़ा
eszik,syödä,τρώω,есть,essen,comer,mangiare,manger,ith,bwytaem,eat,吃,ăn,食べる,먹다,กิน ,makan,yemek,أكل,אכל,la,खा
iszik,juoda,πίνω,пить,trinken,beber,bere,boire,ól,yfo,drink,喝,uống,飲む,마시다,ดื่ม ,minum,içmek,شرب,שתה,nywa,पेय
van,olla,έχω,иметь,haben,tener,avere,avoir,bí ag,cael,have,有,có,有る,있다 ,มี,memiliki,sahip olmak,امتلك,יש,wa na,पास
tart,pitää,κρατάω,держать,halten,sostener,tenere,tenir,coinnigh,cymerwch,hold,持,giữ,持つ,들다,เก็บ,memegang,tutmak,مسك,החזיק,shikilia,थाम
hozd,tuoda,φέρνω,принести,bringen,llevar,portare,apporter,beir,ddygaf,bring,帶,mang theo,持って来る,가져오다 ,นำ,membawa,getirmek,جلب,הביא,leta,लाओ
kap,saada,παίρνω,получить,bekommen,obtener,ottenere,recevoir,faigh,ddwyn,get,得,được,得る,얻다,รับ,mendapatkan,almak,حصل,קיבל,pata,मिलेंगी
adni,antaa,δίνω,дать,geben,dar,dare,donner,tabhair,rho,give,給,cho,与える,주다 ,ให้,memberi,vermek,أعطى,נתן,toa,दे
küldeni,lähettää,στέλνω,отправлять,senden,mandar,inviare,envoyer,seol,hela ’,send,送,gửi,送る,보내다 ,ส่ง ,mengirim,göndermek,أرسل,שלח,tuma,भेजें
tedd,laittaa,βάζω,положить,stellen,poner,mettere,mettre,cuir,rho,put,放,đặt,置く,놓다,นำ,menempatkan,koymak,وضع,שם,weka,रखना
elhagy,jättää,αφήνω,оставить,hinterlassen,dejar,lasciare,laisser,fág,ymadaelith,leave,留,để,残す,두다 ,ปล่อย,meninggalkan,bırakmak,ترك,עזב,acha,छोड़
vedd,ottaa,παίρνω,брать,nehmen,tomar,prendere,prendre,tóg,cymeran,take,拿取,đi,取る,가지다,ใช้,mengambil,almak,أخذ,לקח,chua,लो
ellopni,varastaa,κλέβω,украсть,stehlen,robar,rubare,voler,goid,twgir,steal,偷竊,ăn cắp,盗む,훔치다,ขโมย ,mencuri,çalmak,سرق,גנב,iba,चोरी
találat,lyödä,χτυπάω,ударить,schlagen,golpear,colpire,frapper,bualadh,thrawon,hit,打,đánh,打つ,때리다,ตี ,memukul,vurmak,ضرب,פגע,piga,hit
rúgás,potkaista,κλωτσάω,пинать,treten,patear,calciare,donner un coup de pied,ciceáil,wingid,kick,踢,đá,蹴る,차다,เตะ ,menendang,tekmelemek,رفس,בעט,piga teke,लात
dörzsölés,hieroa,τρίβω,тереть,reiben,frotar,strofinare,frotter,cuimil,rhwbiant,rub,摩擦,chà xát,擦る,비비다,ถู,menggosok,ovalamak,فرك,שפשף,sugua,रगड़ना
fordulj,kääntyä,γυρίζω,превратить,drehen,girar,girare,tourner,cas,throia ’,turn,轉,quay,回る,돌다,หัน,berbalik,çevirmek,دار,סבב,geuka,फेरे
nyomd,työntää,σπρώχνω,толкать,drücken,empujar,spingere,pousser,brúigh,gwthio,push,推,đẩy,押す,밀다,ผลักดัน ,mendorong,itmek,دفع,דחף,shinikiza,धक्का
húzd,vetää,τραβάω,тянуть,ziehen,tirar,tirare,tirer,tarraing,thynnodd,pull,拉,kéo,引く,당기다,ดึง,menarik,çekmek,سحب,משך,vuta,खींचो
présel,puristaa,ζουλάω,сжимать,quetschen,apretar,spremere,serrer,fáisc,gwasga,squeeze,擠,vắt,絞る,짜다,บีบ ,memeras,sıkmak,عصر,לחץ,kamua,निचोड़
mos,pestä,πλένω,мыть,waschen,lavar,lavare,laver,nigh,golchwyd,wash,洗滌,giặt,洗う,씻다,ล้าง ,mencuci,yıkamak,غسل,שטף,osha,धो
zuhany,käydä suihkussa,στο μπάνιο,к душу,duschen,ducharse,fare la doccia,se doucher,tóg cith,gawod,shower,淋浴,tắm,浴びる,샤워에,อาบน้ำ,mandi,duş almak,للاستحمام,להתקלח,oga,बरसात
töröld,pyyhkiä,σκουπίζω,вытирать,wischen,limpiar,pulire,essuyer,cuimil,fopi,wipe,擦拭,lau,拭く,닦다,เช็ด ,menghapus,silmek,مسح,ניגב,ifuta,पोंछना
karcolás,raapia,ξύνω,царапать,kratzen,arañar,graffiare,gratter,tochais,cripia,scratch,抓,gãi,掻く,긁다,เกา,menggaruk,kaşımak,خدش,סרט,anza,खरोंच
vágás,leikata,κόβω,резать,schneiden,cortar,tagliare,couper,gearr,lladdwch,cut,切割,cắt,切る,베다,ตัด ,memotong,kesmek,قص,חתך,kata,काटें
kapcsolatot,liittää,για να συνδεθείτε,подключить,verbinden,conectar,per connettere,connecter,ceangail,chysyllta ’,connect,連接,kết nối,繋げる,연결,เชื่อมต่อ,menghubungkan,bağlanmak,للاتصال,להתחבר,kuungana,कनेक्ट
bot,tarttua,να κολλήσει,чтобы остаться,kleben,pegarse,rimanere,coller,greamaigh,sacho,stick,粘,dính,貼る,고집하려면,ติด,tetap,yapışmak,يلتصق,להיצמד,kushikamana,स्टिक
osztott,halkaista,χωρίζω,разделять,spalten,dividir,dividere,fendre,scoilt,holltiff,split,分開,chẻ,割る,가르다,ผ่า,membagi,ayırmak,شق,פיצל,pasua,विभाजित
szúr,pistää,μαχαιρώνω,колоть,stechen,apuñalar,pugnalare,poignarder,sáigh,trywanent,stab,刺,đâm,刺す,찌르다 ,แทง,menusuk,bıçaklamak,طعن,דקר,piga,छूरा भोंकना
nevetés,nauraa,γελώ,смеяться,lachen,reír,ridere,rire,déan gáire,chwarddest,laugh,笑,cười,笑う,웃다,หัวเราะ,tertawa,gülmek,ضحك,צחק,cheka,हँसो
mosoly,hymyillä,να χαμογελάσει,улыбаться,lächeln,sonreír,sorridere,sourir,déan meangadh,gwener,smile,微笑,cười,微笑む,미소하는,ยิ้ม,tersenyum,gülümsemek,لتبتسم,לחייך,kutabasamu,मुस्कान
sírás,itkeä,κλαίω,плакать,weinen,llorar,piangere,pleurer,caoin,lefer,cry,哭,khóc,泣く,울다,ร้องไห้ ,menangis,ağlamak,بكى,בכה,lia,क्राई
harapás,purra,δαγκώνω,кусать,beißen,morder,mordere,mordre,bain greim as,frathu,bite,咬,cắn,噛む,물다,กัด ,menggigit,ısırmak,عض,נשך,donoa,काटना
szívás,imeä,ρουφώ,сосать,saugen,chupar,succhiare,sucer,súigh,sugno,suck,吮吸,mút,吸う,빨다,ดูด ,mengisap,emmek,مص,מצץ,amwa,चूस
lenyelni,nielaista,να καταπιω,глотать,schlucken,tragar,ingoiare,avaler,slog,lyncid,swallow,吞下,nuốt,呑み込む,삼키기 위해,กลืน,menelan,yutmak,لإبتلاع,לבלוע,kumeza,निगल
nyárs,sylkeä,φτύνω,плевать,spucken,escupir,sputare,cracher,caith seile,poeron,spit,吐,nhổ,唾を吐く,뱉다,ถุย,meludah,tükürmek,بزق,ירק,tema,थूक
hányás,oksentaa,ξερνώ,рвать,erbrechen,vomitar,vomitare,vomir,aisig,chwydo,vomit,嘔吐,nôn,吐く,게우다,อ้วก,memuntah,kusmak,تقيأ,הקיא,tapika,उल्टी
robbantani,puhaltaa,φυσάω,дуть,blasen,soplar,soffiare,souffler,séid,chwytho,blow,吹,thổi,吹く,불다,พัด,meniup,üflemek,نفخ,נשב,puliza,उड़ा
lélegzik,hengittää,αναπνέω,дышать,atmen,respirar,respirare,respirer,análaigh,anadlu,breathe,呼吸,thở,息をする,쉬다,หายใจ,bernapas,solumak,تنفس,נשם,pumua,साँस
köhögés,yskiä,βήχω,кашлять,husten,toser,tossire,tousser,déan casacht,pesychi,cough,咳,ho,咳く,깇다,ไอ ,batuk,öksürmek,سعل,השתעל,kohoa,खांसी
ásít,haukotuttaa,χάσκω,зевать,gähnen,bostezar,sbadigliare,bâiller,déan méanfach,ddylyfodd,yawn,打哈欠,ngáp,欠伸する,하품하다,หาว ,menguap,esnemek,تثاءب,פיהק,piga miayo,उबासी
dobás,heittää,ρίχνω,бросать,werfen,tirar,gettare,lancer,caith,thaflech,throw,扔,ném,投げる,던지다,ขว้าง,melempar,atmak,رمى,זרק,rusha,throw
fogás,ottaa kiinni,να πιάσω,ловить,fangen,atrapar,catturare,attraper,beir ar,ddaliff,catch,捕捉,bắt,捕まえる,잡기 위해,จับ,menangkap,yakalamak,للإمساك,לתפוס,kukamata,कैच
ásni,kaivaa,σκάβω,копать,graben,cavar,scavare,creuser,tochail,geibian,dig,挖掘,đào,掘る,파다 ,ขุด,menggali,kazmak,حفر,חפר,lima,खुदाई
döntetlen,sitoa,δένω,вязать,binden,atar,legare,lier,ceangail,clymi,tie,綁,buộc,結ぶ,매다,ผูก,mengikat,bağlamak,ربط,קשר,funga,टाई
varrni,ommella,ράβω,шить,nähen,coser,cucire,coudre,fuaigh,phwytho,sew,縫,may,縫う,깁다,เย็บ ,menjahit,dikmek,خيط,תפר,shona,सिलना
gróf,laskea,μετράω,считать,zählen,contar,contare,compter,áirigh,cyfrifon,count,數,đếm,数える,세다,นับ ,menghitung,saymak,عد,ספר,hesabu,गिनती
viselni,pitää,φοράω,носить,anziehen,vestir,indossare,porter,caith,threuliasant,wear,穿,mặc,着る,입다,ใส่,memakai,giymek,لبس,נשא,vaa,पहनें
nyitva,avata,ανοίγω,открыть,öffnen,abrir,aprire,ouvrir,oscail,ymagorant,open,打開,mở,開く,열다,เปิด,membuka,açmak,فتح,פתח,fungua,खोलें
közeli,sulkea,κλείνω,закрыть,schließen,cerrar,chiudere,fermer,dún,chaewch,close,關閉,đóng,閉じる,닫다,ปิด,menutup,kapatmak,غلق,סגר,funga,बंद
kezdődik,aloittaa,αρχίζω,начать,beginnen,empezar,iniziare,commencer,tosaigh,ddechreuid,begin,開始,bắt đầu,始める,시작하다,เริ่มต้น,memulai,başlamak,بدأ,התחיל,anza,शुरू
befejezés,loppetta,τελειώνω,закончить,beenden,terminar,finire,finir,críochnaigh,gorffen,finish,結束,hoàn thành,終える,끝나다,ให้เสร็จ ,menyelesaikan,bitirmek,أنهى,סיים,maliza,समाप्त
veszíteni,kadottaa,χάνω,потерять,verlieren,perder,perdere,perdre,caill,gollo,lose,失去,mất,失う,잃다,สูญเสีย,kehilangan,kaybetmek,خسر,אבד,poteza,खोना
megtalálni,löytää,βρίσκω,найти,finden,encontrar,trovare,trouver,faigh,ffeindia,find,找到,tìm,見つける,찾다 ,ค้นหา,mencari,bulmak,وجد,מצא,tafuta,ढूँढें
változások,muuttaa,αλλάζω,менять,ändern,cambiar,cambiare,changer,athraigh,cyfnewidia ’,change,改變,thay đổi,変える,바꾸다 ,เปลี่ยน,mengubah,değiştirmek,غير,שינה,badili,बदलें
megvásárolni,ostaa,αγοράζω,покупать,kaufen,comprar,comprare,acheter,ceannaigh,phrynu,buy,購買,mua,買う,구매하다,ซื้อ ,membeli,satın almak,ابتاع,קנה,nunua,ख़रीदे
fizetés,maksaa,να πληρώσω,платить,bezahlen,pagar,pagare,payer,íoc,rhoesom,pay,支付,trả,支払う,지불하기 위해,จ่าย,membayar,ödemek,لدفع,לשלם,lipa,अदा
eladás,myydä,πουλάω,продавать,verkaufen,vender,vendere,vendre,díol,gwerthu,sell,售賣,bán,売る,팔다,ขาย ,menjual,satmak,باع,מכר,uza,बेचें
próbáld ki,yrittää,προσπαθώ,пытаться,versuchen,intentar,provare,essayer,triail,clywasech,try,嘗試,thử,試す,시도하다,ลอง ,mencoba,denemek,حاول,ניסה,jaribu,कोशिश
készít,tehdä,κάνω,сделать,machen,hacer,produrre,faire,déan,creu,make,製作,làm cho,作る,만들다,ทำ,membuat,yapmak,ليصنع,לעשות,tengeneza,मेक
létrehozása,luoda,δημιουργώ,создавать,erschaffen,crear,creare,créer,cruthaigh,chrëid,create,創造,tạo,作成する,만들다 ,สร้าง,membuat,yaratmak,خلق,יצר,unda,बनाएँ
használni,käyttää,χρησιμοποιώ,использовать,benutzen,usar,usare,utiliser,úsáid,harferwch,use,使用,dùng,使う,쓰다 ,ใช้ ,menggunakan,kullanmak,استخدم,השתמש,tumia,उपयोग
törés,rikkoutua,να σπάσει,сломать,brechen,romper,rompere,casser,bris,torrai,break,打破,phá vỡ,破る,부수다,ทำลาย,istirahat,kırmak,خرق,לשבור,vunja,ब्रेक
tönkre,pilata,καταστρέφω,разрушать,zerstören,destruir,distruggere,détruire,scrios,dinistrion,ruin,破壞,hủy hoại,壊す,망치다 ,ทำลาย ,merusak,mahvetmek,ثبر,הרס,haribu,नष्ट करना
ölj,tappaa,σκοτώνω,убить,töten,matar,uccidere,tuer,maraigh,laddem,kill,殺,giết,殺す,죽이다,ฆ่า,membunuh,öldürmek,قتل,הרג,ua,मार
meghal,kuolla,πεθαίνω,умереть,sterben,morir,morire,mourir,faigh bás,drengir,die,死,chết,死ぬ,죽다,ตาย,mati,ölmek,مات,מת,fa,मरना
élő,elää,ζω,жить,leben,vivir,vivere,vivre,mair,byw,live,活,sống,生きる,살다 ,มีชีวิต ,hidup,yaşamak,عاش,חי,ishi,सजीव
álom,uneksia,ονειρεύομαι,мечтать,träumen,soñar,sognare,rêver,taibhrigh,freuddwydion,dream,夢,mơ ước,夢見る,꾸다,ฝัน ,mimpi,rügörmek,حلم,חלם,ota,सपना
alvás,nukkua,κοιμάμαι,спать,schlafen,dormir,dormire,dormir,codail,chysger,sleep,睡,ngủ,眠る,자다 ,นอน ,tidur,uyumak,نوم,ישן,lala,नींद
hazudj,maata,ξαπλώνω,лечь,liegen,yacer,stendersi,s'étendre,luigh,gorweddych,lie,躺,nằm,寝る,눕다,นอน,tidur,yatmak,وضع,שכב,gona,झूठ
ül,istua,ἵζω,сидеть,sitzen,sentarse,sedere,s'asseoir,suigh,orai,sit,坐,ngồi,座る,앉다,นั่ง ,duduk,oturmak,جلس,ישב,kaa,बैठना
guggolás,kyykky,σκύβω,присесть,hocken,acuclillarse,accovacciarsi,s'accroupir,gróig,swatiwyd,squat,蹲,ngồi xổm,しゃがむ,웅크리다,หมอบ,berjongkok,çömelmek,جثم,ישב,chuchumaa,फूहड़
görnyed,kumartua,σκύβω,наклониться,bücken,inclinarse,chinarsi,se baisser,crom,crymest,stoop,伏,cúi xuống,屈める,구부리다,ก้ม ,membungkuk,eğilmek,انحدر,התכופף,inama,गिर
állj,seistä,στέκομαι,стоять,stehen,pararse,stare in piedi,se tenir,seas,safant,stand,站,đứng,立つ,서다,ยืน ,berdiri,durmak,وقف,עמד,simama,स्टैंड
járni,kävellä,περπατάω,ходить,gehen,caminar,camminare,marcher,siúil,cerdded,walk,走,đi bộ,歩く,걷다,เดิน,berjalan,yürümek,مشى,הלך,tembea,चलना
futás,juosta,τρέχω,бежать,laufen,correr,correre,courir,rith,redych,run,跑,chạy,走る,달리다,วิ่ง ,berlari,koşmak,ركض,רץ,kimbia,चलाएं
ugrás,hypätä,πηδάω,прыгать,springen,saltar,saltare,sauter,léim,beicasid,jump,跳,nhảy,跳ねる,점프 ,ข้ามไป,melompat,zıplamak,قفز,קפץ,ruka,जम्प
úszni,uida,κολυμπάω,плавать,schwimmen,nadar,nuotare,nager,snámh,nofio,swim,遊,bơi,泳ぐ,수영하다,ว่ายน้ำ,berenang,yüzmek,سبح,שחה,ogelea,तैरना
repülj,lentää,πετάω,летать,fliegen,volar,volare,voler,eitil,hehedan,fly,飛,bay,飛ぶ,날다,บิน,terbang,uçmak,طار,עף,ruka,मक्खी
mozgás,liikkua,να μετακινήσω,двигаться,bewegen,para mover,spostare,bouger,bog,ysgogwch,move,移動,di chuyển,移す,이동,ย้าย,bergerak,taşımak,للانتقال,לזוז,songa,मूव
állj meg,pysähtyä,να σταματήσει,остановиться,stoppen,para detener,fermare,arrêter,stad,arhoswch,stop,停止,dừng lại,止める,그만하다,หยุด,berhenti,durdurmak,للتوقف,לעצור,acha,रोकें
meghajtó,ajaa,προς οδήγηση,водить,fahren,conducir,guidare,conduire,tiomáin,gyrru,drive,駕駛,lái xe,運転する,운전합니다,ขับ,mengemudi,sürmek,للقيادة,לנהוג,endesha,ड्राइव
kövesd,seurata,ακολουθώ,следить,folgen,seguir,da seguire,suivre,lean,ddilyna ’,follow,跟隨,làm theo,従う,따라야합니다,ติดตาม,mengikuti,takip etmek,للمتابعة,לעקוב,fuata,अनुसरण करना
emlékezik,muistaa,να θυμηθω,помнить,erinnern,recordar,ricordare,se souvenir,meabhraigh,cofiant,remember,記住,nhớ,覚える,기억합니다,จำได้,mengingat,hatırlamak,للتذكر,לזכור,kumbuka,याद
elfelejt,unohtaa,να ξεχάσω,забывать,vergessen,olvidar,dimenticare,oublier,déan dearmad,hanghofion,forget,忘記,quên,忘れる,잊어 버립니다,ลืม,dilupakan,unutmak,لتنسى,לשכוח,sahau,भूल जाओ
észre,huomata,παρατηρώ,заметить,bemerken,notar,notare,remarquer,tabhair faoi deara,sylwi,notice,註意,nhận thấy,気付く,알아차리다,สังเกต,memperhatikan,fark etmek,لاحظ,לשים לב,ona,सूचना
figyelmen kívül hagyni,jättää huomiotta,αγνοώ,игнорировать,ignorieren,ignorar,ignorare,ignorer,tabhair neamhaird ar,anwybyddem,ignore,忽略,bỏ qua,無視する,무시합니다,เพิกเฉย,mengabaikan,yoksaymak,تتجاهل,להתעלם,puuza,अनदेखा करना
hozzáadása,lisätä,να προσθέσω,добавить,hinzufügen,agregar,aggiungere,ajouter,cuir,gyfrifon,add,加上,thêm vào,加える,추가하려면,เพิ่ม,menambahkan,eklemek,لإضافة,להוסיף,ongeza,add
eltávolítása,poistaa,για να αφαιρέσετε,удалять,entfernen,eliminar,rimuovere,retirer,bain,godon,remove,去除,loại bỏ,除く,제거,ลบ,menghapus,ayırmak,لازالة,כדי להסיר,ondoa,हटाएँ
növelje,kasvaa,αύξηση,увеличивать,erhöhen,aumentar,aumentare,augmenter,méadaigh,cynyddu,increase,增加,tăng,増やす,증가 시키려고,เพิ่ม,meningkatkan,artırmak,لارتفاع,להגדיל,ongeza,बढ़ाएँ
csökkenés,vähentää,μειώνω,чтобы уменьшить,verringern,disminuir,diminuire,diminuer,laghdaigh,lleiheir,decrease,減少,làm giảm xuống,減らす,감소합니다,ลด,mengurangi,azaltmak,لتنقيص او لتقليل,להפחית,pungua,घटी
emelkedés,nousta,ανεβαίνω,вставать,steigen,levantar,salire,se lever,éirigh,goder,rise,上升,lên,上がる,오르다,ขึ้น,naik,yükselmek,نهض,עלה,panda,वृद्धि
ősz,pudota,πέφτω,падать,fallen,caer,cadere,tomber,tit,gwympant,fall,落下,ngã,落ちる,내리다,ตก,terjatuh,düşmek,وقع,נפל,anguka,पतन
leszáll,laskeutua,κατεβαίνω,спускаться,absteigen,descender,scendere,descendre,téigh síos,disgynasoch,descend,下降,xuống,降りる,내려 가기 위해,เพื่อลง,turun,inmek,للنزول,לרדת,shuka,उतरना
passz,ohittaa,περνάω,пройти,durchgehen,pasar,passare,passer,téigh thar,thramwyant,pass,通過,vượt qua,渡す,넘다,ผ่าน ,melewati,geçmek,مر,עבר,pita,pass
énekel,laulaa,τραγουδάω,петь,singen,cantar,cantare,chanter,can,diwnid,sing,唱歌,hát,通る,노래하다,ร้องเพลง ,menyanyi,şarkı söylemek,غنى,שר,imba,गाओ
táncolni,tanssia,χορεύω,танцевать,tanzen,bailar,ballare,danser,rinc,dawnsiasant,dance,跳舞,nhảy,踊る,추다,ต้น ,menari,dans etmek,رقص,רקד,cheza,नृत्य
játssz,pelata,παίζω,играть,spielen,jugar,giocare,jouer,imir,chwarae,play,玩,chơi,遊ぶ,놀다,เล่น ,bermain,oynamak,لعب,שיחק,cheza,खेल
lebegni,kellua,πλέω,плаватьна плаву,schweben,flotar,galleggiare,flotter,snámh,harnofion,float,浮,nổi,浮かぶ,뜨다,ลอย ,mengapung,yüzmek,طفا,צף,elea,फ्लैश
áramlás,virrata,τρέχω,течь,fließen,fluir,scorrere,couler,snigh,llifeiriwch,flow,流,chảy,流れる,흐르다,ไหล ,mengalir,akmak,دفق,זרם,tiririka,प्रवाह
fagy,jäätyä,παγώνω,замёрзнуть,frieren,congelarse,congelare,geler,reoigh,rhewi,freeze,凍結,đóng băng,凍る,얼다,แช่แข็ง ,membeku,dondurmak,جمد,הקפיא,ganda,फ्रीज
dagad,paisua,φουσκώνω,пухнуть,schwellen,hincharse,crescere,gonfler,at,godon,swell,膨脹,sưng lên,膨らむ,붓다,พอง,membengkak,şişmek,ورم,התנפח,fura,सूजना
nő,kasvaa,μεγαλώνω,расти,wachsen,crecer,crescere,croître,fás,thyfwn,grow,生長,lớn lên,生える,자라다,เติบโต,tumbuh,büyümek,نما,גדל,kua,बढ़ना
égni,palaa,καίω,жечь,brennen,quemar,bruciare,brûler,dóigh,llosgi,burn,燒,đốt,燃やす,타다,เผา,membakar,yakmak,حرق,שרף,choma,बर्न
főzés,laittaa ruokaa,να μαγειρέψω,готовить,kochen,cocinar,cucinare,cuisiner,cócaráil,goginia ’,cook,做飯,nấu ăn,料理する,요리합니다,ทำอาหาร,memasak,pişirmek,للطبخ,לבשל,kupika,कुक
fry,paistaa,τηγανίζω,жарить,braten,freir,friggere,frire,frioch,ffria,fry,炒,chiên,炒める,튀김,ทอด,menggoreng,kızartmak,يقلى,לטגן,kwa kaanga,भून
forrás,keittää,να βράσει,кипятить,kochen,hervir,bollire,bouillir,beirigh,ferwon,boil,煮沸,đun sôi,沸かす,끓입니다,ต้ม,merebus,kaynatmak,حتى الغليان,להרתיח,kuchemsha,उबाल
