continue,folytatás,jatkaa,να συνεχίσει,продолжать,weitermachen,continuar,continuare,continuer,繼續,tiếp tục,続ける,계속하다,ดำเนินการต่อ,melanjutkan,devam etmek,لاستكمال,להמשיך,जारी रखना
ask,kérdez,kysyä,ρωτάω,спросить,fragen,preguntar,chiedere,demander,問,hỏi,聞く,묻다 ,ถาม ,bertan,sormak,طلب,שאל,पूछो
answer,válasz,vastata,απαντώ,отвечать,antworten,contestar,rispondere,répondre,答,trả lời,答える,대답하다,ตอบ ,menjawab,cevaplamak,جواب,ענה,जवाब
draw,döntetlen,piirtää,για να σχεδιάσω,рисовать,zeichnen,dibujar,disegnare,dessiner,畫,vẽ,画く,그리기 위해,วาด,menggambar,çizmek,ليرسم,לצייר,चित्रण
write,írjon,kirjoittaa,γράψω,написать,schreiben,escribir,scrivere,écrire,寫,viết,書く,쓰다,เขียน ,menulis,yazmak,كتب,כתב,लिखें
read,olvasott,lukea,διαβασω,читать,lesen,leer,leggere,lire,讀,đọc,読む,읽다 ,อ่าน ,membaca,okumak,قرأ,קרא,पढ़ा
eat,egyél,syödä,τρώω,есть,essen,comer,mangiare,manger,吃,ăn,食べる,먹다,กิน ,makan,yemek,أكل,אכל,खा
drink,igy,juoda,πίνω,пить,trinken,beber,bere,boire,喝,uống,飲む,마시다,ดื่ม ,minum,içmek,شرب,שתה,पेय
have,van,olla,έχω,иметь,haben,tener,avere,avoir,有,có,有る,있다 ,มี,memiliki,sahip olmak,امتلك,יש,पास
hold,tart,pitää,κρατάω,держать,halten,sostener,tenere,tenir,持,giữ,持つ,들다,เก็บ,memegang,tutmak,مسك,החזיק,थाम
bring,hozd,tuoda,φέρνω,принести,bringen,llevar,portare,apporter,帶,mang theo,持って来る,가져오다 ,นำ,membawa,getirmek,جلب,הביא,लाओ
get,kap,saada,παίρνω,получить,bekommen,obtener,ottenere,recevoir,得,được,得る,얻다,รับ,mendapatkan,almak,حصل,קיבל,मिलेंगी
give,adni,antaa,δίνω,дать,geben,dar,dare,donner,給,cho,与える,주다 ,ให้,memberi,vermek,أعطى,נתן,दे
send,küldeni,lähettää,στέλνω,отправлять,senden,mandar,inviare,envoyer,送,gửi,送る,보내다 ,ส่ง ,mengirim,göndermek,أرسل,שלח,भेजें
put,tedd,laittaa,βάζω,положить,stellen,poner,mettere,mettre,放,đặt,置く,놓다,นำ,menempatkan,koymak,وضع,שם,रखना
leave,elhagy,jättää,αφήνω,оставить,hinterlassen,dejar,lasciare,laisser,留,để,残す,두다 ,ปล่อย,meninggalkan,bırakmak,ترك,עזב,छोड़
take,vedd,ottaa,παίρνω,брать,nehmen,tomar,prendere,prendre,拿取,đi,取る,가지다,ใช้,mengambil,almak,أخذ,לקח,लो
steal,ellopni,varastaa,κλέβω,украсть,stehlen,robar,rubare,voler,偷竊,ăn cắp,盗む,훔치다,ขโมย ,mencuri,çalmak,سرق,גנב,चोरी
hit,találat,lyödä,χτυπάω,ударить,schlagen,golpear,colpire,frapper,打,đánh,打つ,때리다,ตี ,memukul,vurmak,ضرب,פגע,hit
kick,rúgás,potkaista,κλωτσάω,пинать,treten,patear,calciare,donner un coup de pied,踢,đá,蹴る,차다,เตะ ,menendang,tekmelemek,رفس,בעט,लात
rub,dörzsölés,hieroa,τρίβω,тереть,reiben,frotar,strofinare,frotter,摩擦,chà xát,擦る,비비다,ถู,menggosok,ovalamak,فرك,שפשף,रगड़ना
turn,fordulj,kääntyä,γυρίζω,превратить,drehen,girar,girare,tourner,轉,quay,回る,돌다,ลี้ยว ,berbalik,çevirmek,دار,סבב,फेरे
push,nyomd,työntää,σπρώχνω,толкать,drücken,empujar,spingere,pousser,推,đẩy,押す,밀다,ผลักดัน ,mendorong,itmek,دفع,דחף,धक्का
pull,húzd,vetää,τραβάω,тянуть,ziehen,tirar,tirare,tirer,拉,kéo,引く,당기다,ดึง,menarik,çekmek,سحب,משך,खींचो
squeeze,présel,puristaa,ζουλάω,сжимать,quetschen,apretar,spremere,serrer,擠,vắt,絞る,짜다,บีบ ,memeras,sıkmak,عصر,לחץ,निचोड़
wash,mos,pestä,πλένω,мыть,waschen,lavar,lavare,laver,洗滌,giặt,洗う,씻다,ล้าง ,mencuci,yıkamak,غسل,שטף,धो
shower,zuhany,käydä suihkussa,στο μπάνιο,к душу,duschen,ducharse,fare la doccia,se doucher,淋浴,tắm,浴びる,샤워에,อาบน้ำ,mandi,duş almak,للاستحمام,להתקלח,बरसात
wipe,töröld,pyyhkiä,σκουπίζω,вытирать,wischen,limpiar,pulire,essuyer,擦拭,lau,拭く,닦다,เช็ด ,menghapus,silmek,مسح,ניגב,पोंछना
scratch,karcolás,raapia,ξύνω,царапать,kratzen,arañar,graffiare,gratter,抓,gãi,掻く,긁다,เกา,menggaruk,kaşımak,خدش,סרט,खरोंच
cut,vágás,leikata,κόβω,резать,schneiden,cortar,tagliare,couper,切割,cắt,切る,베다,ตัด ,memotong,kesmek,قص,חתך,काटें
connect,kapcsolatot,liittää,για να συνδεθείτε,для подключения,verbinden,para conectar,per connettere,se connecter,連接,kết nối,繋げる,연결,เชื่อมต่อ,menghubungkan,bağlanmak,للاتصال,להתחבר,कनेक्ट
stick,bot,tarttua,να κολλήσει,чтобы остаться,zu kleben,pegarse,per rimanere,coller,粘,dính,貼る,고집하려면,ติด,tetap,yapışmak,يلتصق,להיצמד,स्टिक
split,osztott,halkaista,χωρίζω,разделять,spalten,dividir,dividere,fendre,分開,chẻ,割る,가르다,ผ่า,membagi,ayırmak,شق,פיצל,विभाजित
stab,szúr,pistää,μαχαιρώνω,колоть,stechen,apuñalar,pugnalare,poignarder,刺,đâm,刺す,찌르다 ,แทง,menusuk,bıçaklamak,طعن,דקר,छूरा भोंकना
laugh,nevetés,nauraa,γελώ,смеяться,lachen,reír,ridere,rire,笑,cười,笑う,웃다,หัวเราะ,tertawa,gülmek,ضحك,צחק,हँसो
smile,mosoly,hymyillä,να χαμογελάσει,улыбаться,lächeln,sonreír,sorridere,sourir,微笑,cười,微笑む,미소하는,ยิ้ม,tersenyum,gülümsemek,لتبتسم,לחייך,मुस्कान
cry,sírás,itkeä,κλαίω,плакать,weinen,llorar,piangere,pleurer,哭,khóc,泣く,울다,ร้องไห้ ,menangis,ağlamak,بكى,בכה,क्राई
bite,harapás,purra,δαγκώνω,кусать,beißen,morder,mordere,mordre,咬,cắn,噛む,물다,กัด ,menggigit,ısırmak,عض,נשך,काटना
suck,szívás,imeä,ρουφώ,сосать,saugen,chupar,succhiare,sucer,吮吸,mút,吸う,빨다,ดูด ,mengisap,emmek,مص,מצץ,चूस
swallow,lenyelni,nielaista,να καταπιω,глотать,schlucken,tragar,ingoiare,avaler,吞下,nuốt,呑み込む,삼키기 위해,กลืน,menelan,yutmak,لإبتلاع,לבלוע,निगल
spit,nyárs,sylkeä,φτύνω,плевать,spucken,escupir,sputare,cracher,吐,nhổ,唾を吐く,뱉다,ถุย,meludah,tükürmek,بزق,ירק,थूक
vomit,hányás,oksentaa,ξερνώ,рвать,erbrechen,vomitar,vomitare,vomir,嘔吐,nôn,吐く,게우다,อ้วก,memuntah,kusmak,تقيأ,הקיא,उल्टी
blow,robbantani,puhaltaa,φυσάω,дуть,blasen,soplar,soffiare,souffler,吹,thổi,吹く,불다,พัด,meniup,üflemek,نفخ,נשב,उड़ा
breathe,lélegzik,hengittää,αναπνέω,дышать,atmen,respirar,respirare,respirer,呼吸,thở,息をする,쉬다,หายใจ,bernapas,solumak,تنفس,נשם,साँस
cough,köhögés,yskiä,βήχω,кашлять,husten,toser,tossire,tousser,咳,ho,咳く,깇다,ไอ ,batuk,öksürmek,سعل,השתעל,खांसी
yawn,ásít,haukotuttaa,χάσκω,зевать,gähnen,bostezar,sbadigliare,bâiller,打哈欠,ngáp,欠伸する,하품하다,หาว ,menguap,esnemek,تثاءب,פיהק,उबासी
throw,dobás,heittää,ρίχνω,бросать,werfen,tirar,gettare,lancer,扔,ném,投げる,던지다,ขว้าง,melempar,atmak,رمى,זרק,throw
catch,fogás,ottaa kiinni,να πιάσω,ловить,fangen,atrapar,catturare,attraper,捕捉,bắt,捕まえる,잡기 위해,จับ,menangkap,yakalamak,للإمساك,לתפוס,कैच
dig,ásni,kaivaa,σκάβω,копать,graben,cavar,scavare,creuser,挖掘,đào,掘る,파다 ,ขุด,menggali,kazmak,حفر,חפר,खुदाई
tie,döntetlen,sitoa,δένω,вязать,binden,atar,legare,lier,綁,buộc,結ぶ,매다,ผูก,mengikat,bağlamak,ربط,קשר,टाई
sew,varrni,ommella,ράβω,шить,nähen,coser,cucire,coudre,縫,may,縫う,깁다,เย็บ ,menjahit,dikmek,خيط,תפר,सिलना
count,gróf,laskea,μετράω,считать,zählen,contar,contare,compter,數,đếm,数える,세다,นับ ,menghitung,saymak,عد,ספר,गिनती
wear,viselni,pitää,φοράω,носить,anziehen,vestir,indossare,porter,穿,mặc,着る,입다,ใส่,memakai,giymek,لبس,נשא,पहनें
open,nyitva,avata,ανοίγω,открыть,öffnen,abrir,aprire,ouvrir,打開,mở,開く,열다,เปิด,membuka,açmak,فتح,פתח,खोलें
close,közeli,sulkea,κλείνω,закрыть,schließen,cerrar,chiudere,fermer,關閉,đóng,閉じる,닫다,ปิด,menutup,kapatmak,غلق,סגר,बंद
begin,kezdődik,aloittaa,αρχίζω,начать,beginnen,empezar,iniziare,commencer,開始,bắt đầu,始める,시작하다,เริ่มต้น,memulai,başlamak,بدأ,התחיל,शुरू
finish,befejezés,loppetta,τελειώνω,закончить,beenden,terminar,finire,finir,結束,hoàn thành,終える,끝나다,ให้เสร็จ ,menyelesaikan,bitirmek,أنهى,סיים,समाप्त
lose,veszíteni,kadottaa,χάνω,потерять,verlieren,perder,perdere,perdre,失去,mất,失う,잃다,สูญเสีย,kehilangan,kaybetmek,خسر,אבד,खोना
look for,keres,etsiä,ψάχνω,искать,suchen,buscar,cercare,chercher,尋找,tìm kiếm,探す,찾다,ค้นหา,mencari,aramak,بحث,חפש,ढूंढें
find,megtalálni,löytää,βρίσκω,найти,finden,encontrar,trovare,trouver,找到,tìm,見つける,찾다 ,ค้นหา,mencari,bulmak,وجد,מצא,ढूँढें
change,változások,muuttaa,αλλάζω,менять,ändern,cambiar,cambiare,changer,改變,thay đổi,変える,바꾸다 ,เปลี่ยน,mengubah,değiştirmek,غير,שינה,बदलें
buy,megvásárolni,ostaa,αγοράζω,покупать,kaufen,comprar,comprare,acheter,購買,mua,買う,구매하다,ซื้อ ,membeli,satın almak,ابتاع,קנה,ख़रीदे
pay,fizetés,maksaa,να πληρώσω,платить,bezahlen,pagar,pagare,payer,支付,trả,支払う,지불하기 위해,จ่าย,membayar,ödemek,لدفع,לשלם,अदा
sell,eladás,myydä,πουλάω,продавать,verkaufen,vender,vendere,vendre,售賣,bán,売る,팔다,ขาย ,menjual,satmak,باع,מכר,बेचें
try,próbáld ki,yrittää,προσπαθώ,пытаться,versuchen,intentar,provare,essayer,嘗試,thử,試す,시도하다,ลอง ,mencoba,denemek,حاول,ניסה,कोशिश
make,készít,tehdä,κάνω,сделать,machen,hacer,produrre,faire,製作,làm cho,作る,만들다,ทำ,membuat,yapmak,ليصنع,לעשות,मेक
create,létrehozása,luoda,δημιουργώ,создавать,erschaffen,crear,creare,créer,創造,tạo,作成する,만들다 ,สร้าง,membuat,yaratmak,خلق,יצר,बनाएँ
use,használni,käyttää,χρησιμοποιώ,использовать,benutzen,usar,usare,utiliser,使用,dùng,使う,쓰다 ,ใช้ ,menggunakan,kullanmak,استخدم,השתמש,उपयोग
break,törés,rikkoutua,να σπάσει,сломать,brechen,romper,rompere,casser,打破,phá vỡ,破る,부수다,ทำลาย,istirahat,kırmak,خرق,לשבור,ब्रेक
ruin,tönkre,pilata,καταστρέφω,разрушать,zerstören,destruir,distruggere,détruire,破壞,hủy hoại,壊す,망치다 ,ทำลาย ,merusak,mahvetmek,ثبر,הרס,नष्ट करना
kill,ölj,tappaa,σκοτώνω,убить,töten,matar,uccidere,tuer,殺,giết,殺す,죽이다,ฆ่า,membunuh,öldürmek,قتل,הרג,मार
die,meghal,kuolla,πεθαίνω,умереть,sterben,morir,morire,mourir,死,chết,死ぬ,죽다,ตาย,mati,ölmek,مات,מת,मरना
live,élő,elää,ζω,жить,leben,vivir,vivere,vivre,活,sống,生きる,살다 ,มีชีวิต ,hidup,yaşamak,عاش,חי,सजीव
dream,álom,uneksia,ονειρεύομαι,мечтать,träumen,soñar,sognare,rêver,夢,mơ ước,夢見る,꾸다,ฝัน ,mimpi,rügörmek,حلم,חלם,सपना
sleep,alvás,nukkua,κοιμάμαι,спать,schlafen,dormir,dormire,dormir,睡,ngủ,眠る,자다 ,นอน ,tidur,uyumak,نوم,ישן,नींद
wake up,kelj fel,herätä,ξυπνάω,проснуться,aufwachen,despertar,svegliarsi,se réveiller,醒,thức dậy,覚める,일어나다,ตื่นนอน ,bangun,uyanmak,أيقظ,העיר,उठो
lie,hazudj,maata,ξαπλώνω,лечь,liegen,yacer,stendersi,s'étendre,躺,nằm,寝る,눕다,นอน,tidur,yatmak,وضع,שכב,झूठ
sit,ül,istua,ἵζω,сидеть,sitzen,sentarse,sedere,s'asseoir,坐,ngồi,座る,앉다,นั่ง ,duduk,oturmak,جلس,ישב,बैठना
squat,guggolás,kyykky,σκύβω,присесть,hocken,acuclillarse,accovacciarsi,s'accroupir,蹲,ngồi xổm,しゃがむ,웅크리다,หมอบ,berjongkok,çömelmek,جثم,ישב,फूहड़
stoop,görnyed,kumartua,σκύβω,наклониться,bücken,inclinarse,chinarsi,se baisser,伏,cúi xuống,屈める,구부리다,ก้ม ,membungkuk,eğilmek,انحدر,התכופף,गिर
stand,állj,seistä,στέκομαι,стоять,stehen,pararse,stare in piedi,se tenir,站,đứng,立つ,서다,ยืน ,berdiri,durmak,وقف,עמד,स्टैंड
walk,járni,kävellä,περπατάω,ходить,gehen,caminar,camminare,marcher,走,đi bộ,歩く,걷다,เดิน,berjalan,yürümek,مشى,הלך,चलना
run,futás,juosta,τρέχω,бежать,laufen,correr,correre,courir,跑,chạy,走る,달리다,วิ่ง ,berlari,koşmak,ركض,רץ,चलाएं
jump,ugrás,hypätä,πηδάω,прыгать,springen,saltar,saltare,sauter,跳,nhảy,跳ねる,점프 ,ข้ามไป,melompat,zıplamak,قفز,קפץ,जम्प
swim,úszni,uida,κολυμπάω,плавать,schwimmen,nadar,nuotare,nager,遊,bơi,泳ぐ,수영하다,ว่ายน้ำ,berenang,yüzmek,سبح,שחה,तैरना
fly,repülj,lentää,πετάω,летать,fliegen,volar,volare,voler,飛,bay,飛ぶ,날다,บิน,terbang,uçmak,طار,עף,मक्खी
move,mozgás,liikkua,να μετακινήσω,двигаться,bewegen,para mover,spostare,bouger,移動,di chuyển,移す,이동,ย้าย,bergerak,taşımak,للانتقال,לזוז,मूव
stop,állj meg,pysähtyä,να σταματήσει,остановиться,stoppen,para detener,fermare,arrêter,停止,dừng lại,止める,그만하다,หยุด,berhenti,durdurmak,للتوقف,לעצור,रोकें
drive,meghajtó,ajaa,προς οδήγηση,водить,fahren,conducir,guidare,conduire,駕駛,lái xe,運転する,운전합니다,ขับ,mengemudi,sürmek,للقيادة,לנהוג,ड्राइव
follow,kövesd,seurata,ακολουθώ,следить,folgen,seguir,da seguire,suivre,跟隨,làm theo,従う,따라야합니다,ติดตาม,mengikuti,takip etmek,للمتابعة,לעקוב,अनुसरण करना
remember,emlékezik,muistaa,να θυμηθω,помнить,erinnern,recordar,ricordare,se souvenir,記住,nhớ,覚える,기억합니다,จำได้,mengingat,hatırlamak,للتذكر,לזכור,याद
forget,elfelejt,unohtaa,να ξεχάσω,забывать,vergessen,olvidar,dimenticare,oublier,忘記,quên,忘れる,잊어 버립니다,ลืม,dilupakan,unutmak,لتنسى,לשכוח,भूल जाओ
notice,észre,huomata,παρατηρώ,заметить,bemerken,notar,notare,remarquer,註意,nhận thấy,気付く,알아차리다,สังเกต,memperhatikan,fark etmek,لاحظ,לשים לב,सूचना
ignore,figyelmen kívül hagyni,jättää huomiotta,αγνοώ,игнорировать,ignorieren,ignorar,ignorare,ignorer,忽略,bỏ qua,無視する,무시합니다,เพิกเฉย,mengabaikan,yoksaymak,تتجاهل,להתעלם,अनदेखा करना
add,hozzáadása,lisätä,να προσθέσω,добавить,hinzufügen,agregar,aggiungere,ajouter,加上,thêm vào,加える,추가하려면,เพิ่ม,menambahkan,eklemek,لإضافة,להוסיף,add
remove,eltávolítása,poistaa,για να αφαιρέσετε,удалять,entfernen,eliminar,rimuovere,retirer,去除,loại bỏ,除く,제거,ลบ,menghapus,ayırmak,لازالة,כדי להסיר,हटाएँ
increase,növelje,kasvaa,αύξηση,увеличивать,erhöhen,aumentar,aumentare,augmenter,增加,tăng,増やす,증가 시키려고,เพิ่ม,meningkatkan,artırmak,لارتفاع,להגדיל,बढ़ाएँ
decrease,csökkenés,vähentää,μειώνω,чтобы уменьшить,verringern,disminuir,diminuire,diminuer,減少,làm giảm xuống,減らす,감소합니다,ลด,mengurangi,azaltmak,لتنقيص او لتقليل,להפחית,घटी
rise,emelkedés,nousta,ανεβαίνω,вставать,steigen,levantar,salire,se lever,上升,lên,上がる,오르다,ขึ้น,naik,yükselmek,نهض,עלה,वृद्धि
fall,ősz,pudota,πέφτω,падать,fallen,caer,cadere,tomber,落下,ngã,落ちる,내리다,ตก,terjatuh,düşmek,وقع,נפל,पतन
descend,leszáll,laskeutua,κατεβαίνω,спускаться,absteigen,descender,scendere,descendre,下降,xuống,降りる,내려 가기 위해,เพื่อลง,turun,inmek,للنزول,לרדת,उतरना
pass,passz,ohittaa,περνάω,пройти,durchgehen,pasar,passare,passer,通過,vượt qua,渡す,넘다,ผ่าน ,melewati,geçmek,مر,עבר,pass
sing,énekel,laulaa,τραγουδάω,петь,singen,cantar,cantare,chanter,唱歌,hát,通る,노래하다,ร้องเพลง ,menyanyi,şarkı söylemek,غنى,שר,गाओ
dance,táncolni,tanssia,χορεύω,танцевать,tanzen,bailar,ballare,danser,跳舞,nhảy,踊る,추다,ต้น ,menari,dans etmek,رقص,רקד,नृत्य
play,játssz,pelata,παίζω,играть,spielen,jugar,giocare,jouer,玩,chơi,遊ぶ,놀다,เล่น ,bermain,oynamak,لعب,שיחק,खेल
float,lebegni,kellua,πλέω,плаватьна плаву,schweben,flotar,galleggiare,flotter,浮,nổi,浮かぶ,뜨다,ลอย ,mengapung,yüzmek,طفا,צף,फ्लैश
flow,áramlás,virrata,τρέχω,течь,fließen,fluir,scorrere,couler,流,chảy,流れる,흐르다,ไหล ,mengalir,akmak,دفق,זרם,प्रवाह
freeze,fagy,jäätyä,παγώνω,замёрзнуть,frieren,congelarse,congelare,geler,凍結,đóng băng,凍る,얼다,แช่แข็ง ,membeku,dondurmak,جمد,הקפיא,फ्रीज
swell,dagad,paisua,φουσκώνω,пухнуть,schwellen,hincharse,crescere,gonfler,膨脹,sưng lên,膨らむ,붓다,พอง,membengkak,şişmek,ورم,התנפח,सूजना
grow,nő,kasvaa,μεγαλώνω,расти,wachsen,crecer,crescere,croître,生長,lớn lên,生える,자라다,เติบโต,tumbuh,büyümek,نما,גדל,बढ़ना
burn,égni,palaa,καίω,жечь,brennen,quemar,bruciare,brûler,燒,đốt,燃やす,타다,เผา,membakar,yakmak,حرق,שרף,बर्न
cook,főzés,laittaa ruokaa,να μαγειρέψω,готовить,kochen,cocinar,cucinare,cuisiner,做飯,nấu ăn,料理する,요리합니다,ทำอาหาร,memasak,pişirmek,للطبخ,לבשל,कुक
fry,fry,paistaa,τηγανίζω,жарить,braten,freir,friggere,faire frire,炒,chiên,炒める,튀김,ทอด,menggoreng,kızartmak,يقلى,לטגן,भून
boil,forrás,keittää,να βράσει,кипятить,kochen,hervir,bollire,bouillir,煮沸,đun sôi,沸かす,끓입니다,ต้ม,merebus,kaynatmak,حتى الغليان,להרתיח,उबाल
stew,pörkölt,tehdä,για να ματαιώσω,чтобы тушить,schmoren,guisar,a stufato,ragoût,燉,hầm,煮込む,스튜에,ไปสตูว์,rebus,güveç için,إلى الحساء,לתבשיל,स्टू
steam,gőzzel,höyryttää,να βγάζει ατμούς,паром,dämpfen,cocer al vapor,a vapore,à la vapeur,蒸,bốc hơi,蒸す,증기,การอบไอน้ำ,uap,buharlamak için,إلى البخار,לאדים,भाप
roast,sült,paahtautua,να ψήσει,жарить,braten,asar,arrostire,rôtir,炙烤,nướng,焼く,로스트,การย่าง,memanggang,kızartmak,ليشوى,לצלות,रोस्ट
bake,süss,leipoa,να ψήνουν,печь,backen,hornear,cuocere al forno,cuire,烘烤,nướng,焙煎する,구워,การอบ,memanggang,pişirmek,ليخبز,לאפות,बेक
shine,ragyog,loistaa,να λάμψει,сиять,leuchten,brillar,brillare,briller,閃耀,tỏa sáng,輝く,빛나는 것,ส่องแสง,bersinar,parlamak için,للتألق,לזרוח,चमक
melt,elolvad,sulaa,να λιώσει,чтобы растопить,schmelzen,para fundir,sciogliere,fondre,融化,tan chảy,溶ける,녹기,เพื่อละลาย,mencair,erimek,للذوبان,כדי להמס,पिघलना
explode,felrobban,räjähtää,να εκραγεί,взрываться,explodieren,explotar,esplodere,exploser,爆炸,bùng nổ,爆発する,폭발하기 위해,เพื่อระเบิด,meledak,patlamak için,لتنفجر,להתפוצץ,विस्फोट
love,szerelem,rakastaa,αγαπάω,любить,lieben,amar,amare,aimer,愛,yêu,愛する,사랑하다,รัก ,mencintai,sevmek,حب,אהב,प्रेम
like,tetszik,pitää,να αρεσει,нравится,mögen,gustar,piacere,aimer,喜歡,thích,好む,좋아하다,ที่ชื่นชอบ,menyukai,beğenmek,لكى تحب,לחבב,जैसे
want,akarom,haluta,θέλω,хотеть,wollen,querer,volere,vouloir,要,muốn,欲する,원하다,ต้องการ ,inginkan,istemek,أراد,רצה,चाहना
need,szükséges,tarvita,χρειάζομαι,нуждаться,brauchen,necesitar,aver bisogno,avoir besoin,需,cần,要する,필요하다,ต้องการ ,butuh,ihtiyacı olmak,احتاج,צריך,ज़रूरत
hate,gyűlölet,vihata,μισώ,ненавидеть,hassen,odiar,odiare,détester,恨,ghét,嫌う,싫어하다,เกลียด ,membenci,nefret etmek,كره,שנא,नफ़रत
fear,félelem,pelätä,φοβάμαι,бояться,fürchten,temer,temere,craindre,怕,sợ,恐れる,두렵다,กลัว ,takut,korkmak,خاف,פחד,भय
kiss,kiss,suudella,να φιλήσει,целовать,küssen,besar,baciare,embrasser,親吻,hôn,キスする,키스,จูบ,mencium,öpmek,لتقبيل,לנשק,चुंबन
penetrate,áthatolni,tunkeutua,να διεισδύσει,проникать,eindringen,para penetrar,penetrare,pénétrer,穿透,thâm nhập,貫く,침투합니다,เพื่อเจาะ,menembus,içine girmek,ليتغلغل,לחדור,घुस
dash,dash,juosta,να καταρρίψει,чтобы бросить,zu streiten,para lanzarse,per precipitare,se précipiter,沖刺,lao,突く,대시,รีบร้อน,berlari,fırlamak,لاناش,לדאוף,डैश
shoot,lő,ampua,για να πυροβολήσω,выстрелить,schießen,para disparar,per sparare,tirer,開槍,bắn,撃つ,촬영합니다,ในการถ่ายภาพ,menembak,atış yapmak,لإطلاق النار,לירות,गोली मारना
